Draw,Date,Win_1,Win_2,Win_3,Win_4,Win_5,Win_6,Addl No.,From Last,Sum,Average,Low/High,Odd/Even,1-10,11-20,21-30,31-40,41-50
3358,2018-04-02,3,12,30,39,43,48,20,,175,29,2 / 4,3 / 3,1,1,1,1,2
3357,2018-03-29,11,15,17,21,27,33,10,27,124,21,4 / 2,6 / 0,0,3,2,1,0
3356,2018-03-26,6,13,14,27,32,36,29,6 / 13 / 27,128,21,3 / 3,2 / 4,1,2,1,2,0
3355,2018-03-22,5,6,13,21,27,47,42,,119,20,4 / 2,5 / 1,2,1,2,0,1
3354,2018-03-19,3,18,31,39,43,46,29,,180,30,2 / 4,4 / 2,1,1,0,2,2
3353,2018-03-15,9,16,23,25,34,40,47,9 / 16,147,25,3 / 3,3 / 3,1,1,2,2,0
3352,2018-03-12,9,12,15,16,29,44,2,,125,21,4 / 2,3 / 3,1,3,1,0,1
3351,2018-03-08,2,10,14,24,28,40,21,,118,20,4 / 2,0 / 6,2,1,2,1,0
3350,2018-03-05,6,15,16,30,32,39,19,,138,23,3 / 3,2 / 4,1,2,1,2,0
3349,2018-03-02,24,28,31,37,40,49,29,40,209,35,1 / 5,3 / 3,0,0,2,3,1
3348,2018-02-26,4,9,13,15,40,44,48,4 / 13 / 15,125,21,4 / 2,3 / 3,2,2,0,1,1
3347,2018-02-22,4,12,13,15,35,46,21,,125,21,4 / 2,3 / 3,1,3,0,1,1
3346,2018-02-19,10,21,29,34,37,43,28,,174,29,2 / 4,4 / 2,1,0,2,2,1
3345,2018-02-15,16,18,30,31,36,41,1,41,172,29,2 / 4,2 / 4,0,2,1,2,1
3344,2018-02-12,12,14,19,23,37,41,3,23,146,24,4 / 2,4 / 2,0,3,1,1,1
3343,2018-02-09,8,15,16,23,40,49,18,40,151,25,4 / 2,3 / 3,1,2,1,1,1
3342,2018-02-05,25,33,38,40,42,48,27,,226,38,0 / 6,2 / 4,0,0,1,3,2
3341,2018-02-01,4,15,20,22,29,32,8,32,122,20,4 / 2,2 / 4,1,2,2,1,0
3340,2018-01-29,7,14,25,32,44,48,19,25,170,28,2 / 4,2 / 4,1,1,1,1,2
3339,2018-01-25,1,15,23,25,34,47,2,1 / 15,145,24,3 / 3,5 / 1,1,1,2,1,1
3338,2018-01-22,1,2,15,29,32,49,11,2,128,21,3 / 3,4 / 2,2,1,1,1,1
3337,2018-01-18,2,6,12,17,26,40,44,26,103,17,4 / 2,1 / 5,2,2,1,1,0
3336,2018-01-15,1,2,6,28,29,49,17,49,115,19,3 / 3,3 / 3,3,0,2,0,1
3335,2018-01-11,22,24,25,40,45,49,3,45,205,34,2 / 4,3 / 3,0,0,3,1,2
3334,2018-01-08,6,10,18,36,44,45,46,,159,27,3 / 3,1 / 5,2,1,0,1,2
3333,2018-01-05,3,4,13,19,23,47,5,3,109,18,5 / 1,5 / 1,2,2,1,0,1
3332,2018-01-01,3,9,16,34,45,46,49,3 / 16,153,26,3 / 3,3 / 3,2,1,0,1,2
3331,2017-12-28,1,3,5,16,27,40,26,,92,15,4 / 2,4 / 2,3,1,1,1,0
3330,2017-12-25,6,7,14,17,19,29,46,,92,15,5 / 1,4 / 2,2,3,1,0,0
3329,2017-12-21,1,2,26,27,35,43,23,2 / 35,134,22,2 / 4,4 / 2,2,0,2,1,1
3328,2017-12-18,2,6,10,19,31,35,34,,103,17,4 / 2,3 / 3,3,1,0,2,0
3327,2017-12-14,1,9,13,33,41,48,21,,145,24,3 / 3,5 / 1,2,1,0,1,2
3326,2017-12-11,5,12,37,39,42,43,15,37,178,30,2 / 4,4 / 2,1,1,0,2,2
3325,2017-12-07,9,10,25,37,45,46,40,,172,29,2 / 4,4 / 2,2,0,1,1,2
3324,2017-12-04,4,5,19,38,39,40,26,38,145,24,3 / 3,3 / 3,2,1,0,3,0
3323,2017-11-30,17,22,29,36,38,47,46,,189,32,2 / 4,3 / 3,0,1,2,2,1
3322,2017-11-27,7,8,23,30,42,48,38,,158,26,3 / 3,2 / 4,2,0,2,0,2
3321,2017-11-23,11,14,41,46,47,49,48,11,208,35,2 / 4,4 / 2,0,2,0,0,4
3320,2017-11-20,9,11,13,18,20,34,27,11 / 13 / 34,105,18,5 / 1,3 / 3,1,4,0,1,0
3319,2017-11-16,11,13,16,27,34,48,30,,149,25,3 / 3,3 / 3,0,3,1,1,1
3318,2017-11-13,3,19,21,35,37,44,26,44,159,27,3 / 3,5 / 1,1,1,1,2,1
3317,2017-11-09,22,31,33,41,44,47,24,,218,36,1 / 5,4 / 2,0,0,1,2,3
3316,2017-11-06,2,8,11,15,19,32,47,32,87,15,5 / 1,3 / 3,2,3,0,1,0
3315,2017-11-02,7,17,18,30,32,47,39,30,151,25,3 / 3,3 / 3,1,2,1,1,1
3314,2017-10-30,8,20,30,43,46,48,18,,195,33,2 / 4,1 / 5,1,1,1,0,3
3313,2017-10-26,3,10,25,32,36,37,6,,143,24,2 / 4,3 / 3,2,0,1,3,0
3312,2017-10-23,2,9,23,35,38,48,20,2,155,26,3 / 3,3 / 3,2,0,1,2,1
3311,2017-10-19,2,4,15,20,26,28,24,,95,16,4 / 2,1 / 5,2,2,2,0,0
3310,2017-10-16,6,11,12,34,36,49,3,6,148,25,3 / 3,2 / 4,1,2,0,2,1
3309,2017-10-12,6,14,17,21,22,37,15,6 / 14 / 17,117,20,5 / 1,3 / 3,1,2,2,1,0
3308,2017-10-09,6,14,17,40,43,49,48,40,169,28,3 / 3,3 / 3,1,2,0,1,2
3307,2017-10-05,9,19,23,36,40,44,20,23,171,29,3 / 3,3 / 3,1,1,1,2,1
3306,2017-10-02,2,8,17,18,23,42,1,,110,18,5 / 1,2 / 4,2,2,1,0,1
3305,2017-09-28,11,12,26,27,29,33,10,26,138,23,2 / 4,4 / 2,0,2,3,1,0
3304,2017-09-25,7,18,26,34,41,48,8,,174,29,2 / 4,2 / 4,1,1,1,1,2
3303,2017-09-21,9,14,15,28,35,37,2,15,138,23,3 / 3,4 / 2,1,2,1,2,0
3302,2017-09-18,3,15,22,24,32,43,35,15,139,23,4 / 2,3 / 3,1,1,2,1,1
3301,2017-09-14,12,15,29,36,40,45,16,,177,30,2 / 4,3 / 3,0,2,1,2,1
3300,2017-09-11,7,14,17,18,44,48,2,,148,25,4 / 2,2 / 4,1,3,0,0,2
3299,2017-09-07,13,19,20,21,32,49,27,,154,26,4 / 2,4 / 2,0,3,1,1,1
3298,2017-09-04,10,11,22,36,38,46,13,36,163,27,3 / 3,1 / 5,1,1,1,2,1
3297,2017-08-31,3,36,39,40,44,47,14,39,209,35,1 / 5,3 / 3,1,0,0,3,2
3296,2017-08-28,1,21,29,35,39,46,8,39,171,29,2 / 4,5 / 1,1,0,2,2,1
3295,2017-08-24,11,17,26,30,32,39,33,,155,26,2 / 4,3 / 3,0,2,2,2,0
3294,2017-08-21,4,7,12,18,42,47,41,47,130,22,4 / 2,2 / 4,2,2,0,0,2
3293,2017-08-17,11,15,29,39,41,47,25,39,182,30,2 / 4,6 / 0,0,2,1,1,2
3292,2017-08-14,2,8,17,22,39,46,6,39 / 46,134,22,4 / 2,2 / 4,2,1,1,1,1
3291,2017-08-10,1,31,39,45,46,49,34,46,211,35,1 / 5,5 / 1,1,0,0,2,3
3290,2017-08-07,5,17,34,40,42,46,22,,184,31,2 / 4,2 / 4,1,1,0,2,2
3289,2017-08-03,14,19,22,27,32,36,40,14,150,25,3 / 3,2 / 4,0,2,2,2,0
3288,2017-07-31,11,13,14,16,30,43,47,14,127,21,4 / 2,3 / 3,0,4,1,0,1
3287,2017-07-27,14,20,24,33,37,41,18,41,169,28,3 / 3,3 / 3,0,2,1,2,1
3286,2017-07-24,2,22,23,32,35,41,7,35 / 41,155,26,3 / 3,3 / 3,1,0,2,2,1
3285,2017-07-20,8,11,35,39,41,43,13,11,177,30,2 / 4,5 / 1,1,1,0,2,2
3284,2017-07-17,9,11,16,20,27,46,39,,129,22,4 / 2,3 / 3,1,3,1,0,1
3283,2017-07-13,24,30,33,34,47,49,12,,217,36,1 / 5,3 / 3,0,0,2,2,2
3282,2017-07-10,11,16,31,35,46,48,41,,187,31,2 / 4,3 / 3,0,2,0,2,2
3281,2017-07-06,2,4,7,26,40,47,35,7,126,21,3 / 3,2 / 4,3,0,1,1,1
3280,2017-07-03,5,7,9,27,31,34,40,9,113,19,3 / 3,5 / 1,3,0,1,2,0
3279,2017-06-29,2,9,13,16,29,40,46,,109,18,4 / 2,3 / 3,2,2,1,1,0
3278,2017-06-26,14,20,21,23,25,37,15,20,140,23,4 / 2,4 / 2,0,2,3,1,0
3277,2017-06-22,4,5,12,20,47,49,25,,137,23,4 / 2,3 / 3,2,2,0,0,2
3276,2017-06-19,1,23,30,34,40,42,14,23,170,28,2 / 4,2 / 4,1,0,2,2,1
3275,2017-06-15,20,21,23,37,39,47,31,21 / 23,187,31,3 / 3,5 / 1,0,1,2,2,1
3274,2017-06-12,9,10,19,21,23,43,15,,125,21,5 / 1,5 / 1,2,1,2,0,1
3273,2017-06-08,5,7,22,25,34,40,1,40,133,22,3 / 3,3 / 3,2,0,2,2,0
3272,2017-06-05,15,21,23,24,39,40,18,15,162,27,4 / 2,4 / 2,0,1,3,2,0
3271,2017-06-01,9,15,17,22,44,46,2,15,153,26,4 / 2,3 / 3,1,2,1,0,2
3270,2017-05-29,13,15,16,27,36,47,24,,154,26,3 / 3,4 / 2,0,3,1,1,1
3269,2017-05-25,3,8,11,32,44,46,12,44,144,24,3 / 3,2 / 4,2,1,0,1,2
3268,2017-05-22,21,24,31,34,37,44,45,44,191,32,2 / 4,3 / 3,0,0,2,3,1
3267,2017-05-18,4,23,43,44,46,48,16,23,208,35,2 / 4,2 / 4,1,0,1,0,4
3266,2017-05-15,8,14,16,23,24,27,5,8 / 27,112,19,5 / 1,2 / 4,1,2,3,0,0
3265,2017-05-11,8,9,12,18,27,45,13,45,119,20,4 / 2,3 / 3,2,2,1,0,1
3264,2017-05-08,5,21,29,30,38,45,1,,168,28,2 / 4,4 / 2,1,0,3,1,1
3263,2017-05-04,4,13,14,36,41,43,45,,151,25,3 / 3,3 / 3,1,2,0,1,2
3262,2017-05-01,8,17,24,29,32,45,14,32,155,26,3 / 3,3 / 3,1,1,2,1,1
3261,2017-04-27,4,7,15,31,32,43,37,31 / 32,132,22,3 / 3,4 / 2,2,1,0,2,1
3260,2017-04-24,2,8,22,31,32,35,36,2,130,22,3 / 3,2 / 4,2,0,1,3,0
3259,2017-04-20,2,12,25,28,37,38,22,12 / 25 / 28,142,24,2 / 4,2 / 4,1,1,2,2,0
3258,2017-04-17,12,17,25,28,36,44,3,,162,27,2 / 4,2 / 4,0,2,2,1,1
3257,2017-04-13,7,9,16,27,32,47,36,,138,23,3 / 3,4 / 2,2,1,1,1,1
3256,2017-04-10,13,19,20,23,29,31,48,20,135,23,4 / 2,5 / 1,0,3,2,1,0
3255,2017-04-06,10,12,20,27,43,46,26,,158,26,3 / 3,2 / 4,1,2,1,0,2
3254,2017-04-03,1,28,30,32,40,48,31,28,179,30,1 / 5,1 / 5,1,0,2,2,1
3253,2017-03-30,28,34,38,39,42,46,24,28,227,38,0 / 6,1 / 5,0,0,1,3,2
3252,2017-03-27,1,27,28,40,41,44,36,28 / 44,181,30,1 / 5,3 / 3,1,0,2,1,2
3251,2017-03-23,5,13,18,25,28,44,16,,133,22,3 / 3,3 / 3,1,2,2,0,1
3250,2017-03-20,6,20,30,41,42,45,35,20,184,31,2 / 4,2 / 4,1,1,1,0,3
3249,2017-03-16,2,9,15,19,20,37,29,,102,17,5 / 1,4 / 2,2,3,0,1,0
3248,2017-03-13,6,28,30,35,39,42,33,6,180,30,1 / 5,2 / 4,1,0,2,2,1
3247,2017-03-09,2,6,9,17,26,46,13,,106,18,4 / 2,2 / 4,3,1,1,0,1
3246,2017-03-06,16,22,28,36,39,47,3,36,188,31,2 / 4,2 / 4,0,1,2,2,1
3245,2017-03-02,8,14,20,35,36,41,38,35,154,26,3 / 3,2 / 4,1,2,0,2,1
3244,2017-02-27,22,25,27,29,35,49,31,,187,31,1 / 5,5 / 1,0,0,4,1,1
3243,2017-02-23,7,8,9,28,41,42,29,,135,23,3 / 3,3 / 3,3,0,1,0,2
3242,2017-02-20,2,6,13,17,23,46,3,17,107,18,5 / 1,3 / 3,2,2,1,0,1
3241,2017-02-16,8,17,31,43,44,48,46,,191,32,2 / 4,3 / 3,1,1,0,1,3
3240,2017-02-13,7,10,19,23,24,33,3,7 / 24,116,19,5 / 1,4 / 2,2,1,2,1,0
3239,2017-02-10,2,7,24,27,29,34,21,,123,21,3 / 3,3 / 3,2,0,3,1,0
3238,2017-02-06,9,14,17,25,30,36,44,,131,22,3 / 3,3 / 3,1,2,2,1,0
3237,2017-02-02,11,20,21,29,37,48,23,21,166,28,3 / 3,4 / 2,0,2,2,1,1
3236,2017-01-30,21,22,25,27,32,39,6,22,166,28,2 / 4,4 / 2,0,0,4,2,0
3235,2017-01-26,8,12,16,19,22,46,6,,123,21,5 / 1,1 / 5,1,3,1,0,1
3234,2017-01-23,5,14,23,28,45,49,39,5 / 49,164,27,3 / 3,4 / 2,1,1,2,0,2
3233,2017-01-19,5,8,16,44,48,49,32,,170,28,3 / 3,2 / 4,2,1,0,0,3
3232,2017-01-16,2,7,17,21,35,42,16,,124,21,4 / 2,4 / 2,2,1,1,1,1
3231,2017-01-12,3,6,12,25,40,43,42,,129,22,3 / 3,3 / 3,2,1,1,1,1
3230,2017-01-09,8,29,33,34,42,49,21,33,195,33,1 / 5,3 / 3,1,0,1,2,2
3229,2017-01-05,7,15,20,33,39,44,43,,158,26,3 / 3,4 / 2,1,2,0,2,1
3228,2017-01-02,1,18,22,35,38,49,30,,163,27,3 / 3,3 / 3,1,1,1,2,1
3227,2016-12-29,2,4,34,36,42,46,15,46,164,27,2 / 4,0 / 6,2,0,0,2,2
3226,2016-12-26,8,10,18,25,28,46,23,28,135,23,3 / 3,1 / 5,2,1,2,0,1
3225,2016-12-22,3,28,37,38,44,47,46,,197,33,1 / 5,3 / 3,1,0,1,2,2
3224,2016-12-19,10,11,24,27,36,49,43,24,157,26,3 / 3,3 / 3,1,1,2,1,1
3223,2016-12-15,4,18,24,39,46,47,10,46,178,30,3 / 3,2 / 4,1,1,1,1,2
3222,2016-12-12,2,14,31,36,43,46,39,46,172,29,2 / 4,2 / 4,1,1,0,2,2
3221,2016-12-08,6,8,11,24,37,46,23,11 / 24 / 37,132,22,4 / 2,2 / 4,2,1,1,1,1
3220,2016-12-05,5,9,11,19,24,37,36,19 / 24,105,18,5 / 1,5 / 1,2,2,1,1,0
3219,2016-12-01,3,4,8,19,24,46,12,4 / 24,104,17,5 / 1,2 / 4,3,1,1,0,1
3218,2016-11-28,2,4,15,24,37,48,6,2,130,22,4 / 2,2 / 4,2,1,1,1,1
3217,2016-11-24,2,3,17,19,22,40,20,40,103,17,5 / 1,3 / 3,2,2,1,1,0
3216,2016-11-21,4,21,25,40,47,48,49,21,185,31,2 / 4,3 / 3,1,0,2,1,2
3215,2016-11-17,1,21,31,36,39,43,38,31,171,29,2 / 4,5 / 1,1,0,1,3,1
3214,2016-11-14,8,10,15,31,38,40,19,,142,24,3 / 3,2 / 4,2,1,0,3,0
3213,2016-11-10,17,22,26,34,41,47,42,41,187,31,2 / 4,3 / 3,0,1,2,1,2
3212,2016-11-07,1,13,21,41,48,49,22,1,173,29,3 / 3,5 / 1,1,1,1,0,3
3211,2016-11-03,1,11,19,26,35,39,14,19,131,22,3 / 3,5 / 1,1,2,1,2,0
3210,2016-10-31,14,19,24,32,36,42,35,,167,28,3 / 3,1 / 5,0,2,1,2,1
3209,2016-10-27,3,5,8,21,40,46,30,,123,21,4 / 2,3 / 3,3,0,1,1,1
3208,2016-10-24,2,15,18,24,34,35,48,,128,21,4 / 2,2 / 4,1,2,1,2,0
3207,2016-10-20,5,14,20,23,36,49,30,,147,25,4 / 2,3 / 3,1,2,1,1,1
3206,2016-10-17,3,7,9,27,39,44,48,,129,22,3 / 3,5 / 1,3,0,1,1,1
3205,2016-10-13,16,20,31,32,40,41,13,,180,30,2 / 4,2 / 4,0,2,0,3,1
3204,2016-10-10,3,18,24,30,35,49,44,,159,27,3 / 3,3 / 3,1,1,2,1,1
3203,2016-10-06,6,13,19,25,26,39,35,6,128,21,3 / 3,4 / 2,1,2,2,1,0
3202,2016-10-03,6,9,14,27,28,46,2,,130,22,3 / 3,2 / 4,2,1,2,0,1
3201,2016-09-29,1,3,4,24,34,48,29,48,114,19,4 / 2,2 / 4,3,0,1,1,1
3200,2016-09-26,6,9,15,27,37,48,24,,142,24,3 / 3,4 / 2,2,1,1,1,1
3199,2016-09-22,8,11,28,34,40,46,48,,167,28,2 / 4,1 / 5,1,1,1,2,1
3198,2016-09-19,14,17,26,31,41,45,30,,174,29,2 / 4,4 / 2,0,2,1,1,2
3197,2016-09-15,2,20,21,25,27,38,28,,133,22,3 / 3,3 / 3,1,1,3,1,0
3196,2016-09-12,3,10,18,22,48,49,41,,150,25,4 / 2,2 / 4,2,1,1,0,2
3195,2016-09-08,4,6,11,13,26,31,17,,91,15,4 / 2,3 / 3,2,2,1,1,0
3194,2016-09-05,3,9,14,21,32,40,7,3,119,20,4 / 2,3 / 3,2,1,1,2,0
3193,2016-09-01,3,4,12,15,28,48,8,48,110,18,4 / 2,2 / 4,2,2,1,0,1
3192,2016-08-29,11,19,23,32,48,49,34,11,182,30,3 / 3,4 / 2,0,2,1,1,2
3191,2016-08-25,5,6,11,25,35,40,44,35,122,20,3 / 3,4 / 2,2,1,1,2,0
3190,2016-08-22,1,10,35,36,41,49,48,10 / 36,172,29,2 / 4,4 / 2,2,0,0,2,2
3189,2016-08-18,2,10,11,21,26,36,18,,106,18,4 / 2,2 / 4,2,1,2,1,0
3188,2016-08-15,3,16,18,31,35,38,29,,141,24,3 / 3,3 / 3,1,2,0,3,0
3187,2016-08-11,13,22,30,32,45,46,29,,188,31,2 / 4,2 / 4,0,1,2,1,2
3186,2016-08-08,4,9,23,26,34,44,21,,140,23,3 / 3,2 / 4,2,0,2,1,1
3185,2016-08-04,1,8,29,31,37,42,23,37,148,25,2 / 4,4 / 2,2,0,1,2,1
3184,2016-08-01,6,14,24,36,37,39,27,6 / 36,156,26,3 / 3,2 / 4,1,1,1,3,0
3183,2016-07-28,4,6,8,15,29,36,9,6,98,16,4 / 2,2 / 4,3,1,1,1,0
3182,2016-07-25,6,26,38,40,44,49,16,44,203,34,1 / 5,1 / 5,1,0,1,2,2
3181,2016-07-21,2,14,18,27,31,44,26,,136,23,3 / 3,2 / 4,1,2,1,1,1
3180,2016-07-18,8,11,22,35,36,46,43,11,158,26,3 / 3,2 / 4,1,1,1,2,1
3179,2016-07-14,2,11,14,16,31,44,19,,118,20,4 / 2,2 / 4,1,3,0,1,1
3178,2016-07-11,7,21,22,30,35,39,19,21 / 30,154,26,3 / 3,4 / 2,1,0,3,2,0
3177,2016-07-07,4,6,13,15,21,30,49,,89,15,5 / 1,3 / 3,2,2,2,0,0
3176,2016-07-04,11,18,26,27,34,46,22,11,162,27,2 / 4,2 / 4,0,2,2,1,1
3175,2016-06-30,11,12,15,16,21,32,47,12,107,18,5 / 1,3 / 3,0,4,1,1,0
3174,2016-06-27,1,12,13,14,38,40,34,1,118,20,4 / 2,2 / 4,1,3,0,2,0
3173,2016-06-23,1,3,5,8,20,44,22,,81,14,5 / 1,3 / 3,4,1,0,0,1
3172,2016-06-20,4,6,14,18,19,35,42,,96,16,5 / 1,2 / 4,2,3,0,1,0
3171,2016-06-16,5,11,30,36,44,46,16,30,172,29,2 / 4,2 / 4,1,1,1,1,2
3170,2016-06-13,6,18,22,24,26,30,36,,126,21,4 / 2,0 / 6,1,1,4,0,0
3169,2016-06-09,12,21,27,28,35,43,47,12,166,28,2 / 4,4 / 2,0,1,3,1,1
3168,2016-06-06,2,7,12,19,29,36,20,,105,18,4 / 2,3 / 3,2,2,1,1,0
3167,2016-06-02,1,15,23,25,33,42,44,33,139,23,3 / 3,5 / 1,1,1,2,1,1
3166,2016-05-30,8,12,24,33,35,39,22,,151,25,3 / 3,3 / 3,1,1,1,3,0
3165,2016-05-26,7,15,19,31,32,40,47,7 / 31,144,24,3 / 3,4 / 2,1,2,0,3,0
3164,2016-05-23,7,12,20,24,30,31,43,,124,21,4 / 2,2 / 4,1,2,2,1,0
3163,2016-05-19,2,17,19,23,32,49,33,,142,24,4 / 2,4 / 2,1,2,1,1,1
3162,2016-05-16,1,10,24,26,36,47,4,1,144,24,3 / 3,2 / 4,2,0,2,1,1
3161,2016-05-12,1,4,23,40,46,48,34,1,162,27,3 / 3,2 / 4,2,0,1,1,2
3160,2016-05-09,1,12,26,29,39,49,42,49,156,26,2 / 4,4 / 2,1,1,2,1,1
3159,2016-05-05,9,20,23,46,48,49,42,9,195,33,3 / 3,3 / 3,1,1,1,0,3
3158,2016-05-02,6,7,8,9,14,19,48,,63,11,6 / 0,3 / 3,4,2,0,0,0
3157,2016-04-28,3,20,26,31,34,40,30,3,154,26,2 / 4,2 / 4,1,1,1,3,0
3156,2016-04-25,1,3,4,22,37,41,31,,108,18,4 / 2,4 / 2,3,0,1,1,1
3155,2016-04-21,13,14,19,32,33,48,42,14,159,27,3 / 3,3 / 3,0,3,0,2,1
3154,2016-04-18,11,14,21,28,30,39,49,28,143,24,3 / 3,3 / 3,0,2,3,1,0
3153,2016-04-14,3,4,19,26,28,34,30,,114,19,3 / 3,2 / 4,2,1,2,1,0
3152,2016-04-11,9,13,16,18,48,49,42,,153,26,4 / 2,3 / 3,1,3,0,0,2
3151,2016-04-07,1,7,30,32,38,46,23,38,154,26,2 / 4,2 / 4,2,0,1,2,1
3150,2016-04-04,10,15,22,28,34,38,12,22,147,25,3 / 3,1 / 5,1,1,2,2,0
3149,2016-03-31,20,21,22,31,39,46,32,39,179,30,3 / 3,3 / 3,0,1,2,2,1
3148,2016-03-28,8,9,15,28,36,39,33,9 / 28,135,23,3 / 3,3 / 3,2,1,1,2,0
3147,2016-03-24,4,9,28,35,38,44,36,,158,26,2 / 4,2 / 4,2,0,1,2,1
3146,2016-03-21,8,12,20,39,43,47,9,20,169,28,3 / 3,3 / 3,1,2,0,1,2
3145,2016-03-17,2,3,20,21,30,33,12,33,109,18,4 / 2,3 / 3,2,1,2,1,0
3144,2016-03-14,8,10,24,29,31,33,4,29 / 33,135,23,3 / 3,3 / 3,2,0,2,2,0
3143,2016-03-10,25,29,32,33,34,49,13,33,202,34,0 / 6,4 / 2,0,0,2,3,1
3142,2016-03-07,9,18,30,33,45,47,25,33,182,30,2 / 4,4 / 2,1,1,1,1,2
3141,2016-03-03,6,14,24,33,38,41,25,,156,26,3 / 3,2 / 4,1,1,1,2,1
3140,2016-02-29,8,11,15,17,28,47,18,17,126,21,4 / 2,4 / 2,1,3,1,0,1
3139,2016-02-25,7,14,17,23,35,49,31,,145,24,4 / 2,5 / 1,1,2,1,1,1
3138,2016-02-22,10,18,22,37,39,40,46,18,166,28,3 / 3,2 / 4,1,1,1,3,0
3137,2016-02-19,16,18,20,21,27,49,23,49,151,25,4 / 2,3 / 3,0,3,2,0,1
3136,2016-02-15,3,5,29,40,43,49,21,49,169,28,2 / 4,5 / 1,2,0,1,1,2
3135,2016-02-11,7,8,17,39,46,49,13,,166,28,3 / 3,4 / 2,2,1,0,1,2
3134,2016-02-08,13,14,16,21,24,42,7,21,130,22,5 / 1,2 / 4,0,3,2,0,1
3133,2016-02-04,2,21,26,34,39,49,3,,171,29,2 / 4,3 / 3,1,0,2,2,1
3132,2016-02-01,9,10,11,22,23,32,6,22,107,18,5 / 1,3 / 3,2,1,2,1,0
3131,2016-01-28,4,20,22,40,41,48,21,40 / 48,175,29,3 / 3,1 / 5,1,1,1,1,2
3130,2016-01-25,16,17,19,35,40,48,37,,175,29,3 / 3,3 / 3,0,3,0,2,1
3129,2016-01-21,2,11,23,24,33,44,28,11,137,23,4 / 2,3 / 3,1,1,2,1,1
3128,2016-01-18,4,11,40,43,48,49,17,4,195,33,2 / 4,3 / 3,1,1,0,1,3
3127,2016-01-14,1,2,4,7,28,41,18,,83,14,4 / 2,3 / 3,4,0,1,0,1
3126,2016-01-11,13,20,22,29,36,37,33,20,157,26,3 / 3,3 / 3,0,2,2,2,0
3125,2016-01-07,3,5,6,20,21,45,33,3,100,17,5 / 1,4 / 2,3,1,1,0,1
3124,2016-01-04,3,9,18,28,31,46,32,9,135,23,3 / 3,3 / 3,2,1,1,1,1
3123,2015-12-31,9,21,23,35,38,41,36,35,167,28,3 / 3,5 / 1,1,0,2,2,1
3122,2015-12-28,7,15,16,17,35,47,41,,137,23,4 / 2,5 / 1,1,3,0,1,1
3121,2015-12-24,10,20,21,27,33,46,37,,157,26,3 / 3,3 / 3,1,1,2,1,1
3120,2015-12-21,11,14,18,22,35,43,28,,143,24,4 / 2,3 / 3,0,3,1,1,1
3119,2015-12-17,2,12,17,19,20,33,27,33,103,17,5 / 1,3 / 3,1,4,0,1,0
3118,2015-12-14,6,21,25,29,33,40,31,,154,26,2 / 4,4 / 2,1,0,3,2,0
3117,2015-12-10,4,8,11,39,44,46,29,44,152,25,3 / 3,2 / 4,2,1,0,1,2
3116,2015-12-07,5,24,26,36,44,49,19,,184,31,2 / 4,2 / 4,1,0,2,1,2
3115,2015-12-03,17,20,34,37,43,48,32,37,199,33,2 / 4,3 / 3,0,2,0,2,2
3114,2015-11-30,11,31,35,37,44,46,42,44 / 46,204,34,1 / 5,4 / 2,0,1,0,3,2
3113,2015-11-26,2,24,34,43,44,46,28,44 / 46,193,32,2 / 4,1 / 5,1,0,1,1,3
3112,2015-11-23,5,31,36,39,44,46,43,,201,34,1 / 5,3 / 3,1,0,0,3,2
3111,2015-11-19,1,14,19,37,40,47,9,,158,26,3 / 3,4 / 2,1,2,0,2,1
3110,2015-11-16,3,5,18,41,46,48,40,41,161,27,3 / 3,3 / 3,2,1,0,0,3
3109,2015-11-12,8,10,11,12,33,41,1,,115,19,4 / 2,3 / 3,2,2,0,1,1
3108,2015-11-09,3,17,36,40,48,49,12,,193,32,2 / 4,3 / 3,1,1,0,2,2
3107,2015-11-05,2,26,27,28,37,47,17,27,167,28,1 / 5,3 / 3,1,0,3,1,1
3106,2015-11-02,1,10,18,27,35,48,30,18,139,23,3 / 3,3 / 3,2,1,1,1,1
3105,2015-10-29,7,9,18,26,36,46,43,,142,24,3 / 3,2 / 4,2,1,1,1,1
3104,2015-10-26,1,5,22,28,48,49,8,5 / 22 / 48 / 49,153,26,3 / 3,3 / 3,2,0,2,0,2
3103,2015-10-22,5,16,22,29,48,49,27,,169,28,3 / 3,3 / 3,1,1,2,0,2
3102,2015-10-19,10,13,27,36,39,45,47,,170,28,2 / 4,4 / 2,1,1,1,2,1
3101,2015-10-15,7,14,23,25,28,33,31,28,130,22,3 / 3,4 / 2,1,1,3,1,0
3100,2015-10-12,6,11,17,28,41,48,19,6,151,25,3 / 3,3 / 3,1,2,1,0,2
3099,2015-10-08,6,8,15,20,25,45,22,20,119,20,4 / 2,3 / 3,2,2,1,0,1
3098,2015-10-05,1,4,7,20,26,28,18,,86,14,4 / 2,2 / 4,3,1,2,0,0
3097,2015-10-01,3,6,15,27,36,41,49,41,128,21,3 / 3,4 / 2,2,1,1,1,1
3096,2015-09-28,12,32,35,40,41,47,25,40,207,35,1 / 5,3 / 3,0,1,0,3,2
3095,2015-09-24,8,16,25,29,31,40,11,8,149,25,2 / 4,3 / 3,1,1,2,2,0
3094,2015-09-21,8,9,10,19,28,33,24,8,107,18,4 / 2,3 / 3,3,1,1,1,0
3093,2015-09-17,5,8,20,30,35,49,12,,147,25,3 / 3,3 / 3,2,1,1,1,1
